id_venta,fecha,id_cliente,id_producto,cantidad,metodo_pago,estado,id_empleado,total_ventas
1285,19/06/2024,14,29,1,4,Completa,131,"$8.990,00"
1286,19/06/2024,34,23,4,5,Completa,118,"$102.800,00"
1287,19/06/2024,60,2,5,1,Completa,106,"$199.500,00"
1288,19/6/2024,232,7,3,3,Completa,121,"$176.700,00"
1289,19/6/2024,106,22,2,1,Completa,112,"$43.000,00"
1290,19/6/2024,2,34,4,4,Completa,117,"$102.800,00"
1291,19/6/2024,54,7,2,4,Completa,129,"$43.000,00"
1292,19/6/2024,114,3,2,4,Completa,115,"$43.000,00"
1293,20/06/2024,63,13,3,1,Completa,104,"$176.700,00"
1294,20/6/2024,36,18,5,4,Completa,113,"$199.500,00"
1295,20/6/2024,120,17,4,5,Completa,122,"$102.800,00"
1296,20/6/2024,280,24,2,1,Completa,111,"$43.000,00"
1297,20/6/2024,137,15,5,3,Completa,127,"$199.500,00"
1298,20/6/2024,20,15,3,5,Completa,108,"$176.700,00"
1299,20/6/2024,68,31,2,3,Pendiente,120,"$43.000,00"
1300,20/6/2024,88,19,4,3,Completa,101,"$102.800,00"
1301,21/06/2024,119,33,6,2,Pendiente,114,"$109.800,00"
1302,21/6/2024,12,5,2,5,Completa,123,"$43.000,00"
1303,21/6/2024,53,30,2,1,Completa,119,"$43.000,00"
1304,21/6/2024,6,3,1,5,Completa,132,"$8.990,00"
1305,21/6/2024,190,35,3,1,Completa,115,"$176.700,00"
1306,21/6/2024,90,15,4,4,Completa,109,"$102.800,00"
1307,21/6/2024,224,27,6,5,Completa,128,"$109.800,00"
1308,21/6/2024,3,22,4,1,Completa,103,"$102.800,00"
1309,21/6/2024,307,26,1,3,Completa,124,"$8.990,00"
1310,22/06/2024,177,20,1,1,Completa,110,"$8.990,00"
1311,22/06/2024,83,4,2,5,Completa,132,"$43.000,00"
1312,22/06/2024,271,5,5,5,Completa,105,"$199.500,00"
1313,22/6/2024,60,28,2,5,Completa,121,"$43.000,00"
1314,22/6/2024,268,7,4,4,Completa,119,"$102.800,00"
1315,22/6/2024,139,4,1,1,Completa,126,"$8.990,00"
1316,22/6/2024,190,2,2,1,Completa,113,"$43.000,00"
1317,23/06/2024,270,8,4,4,Completa,101,"$102.800,00"
1318,23/06/2024,146,13,6,4,Pendiente,129,"$109.800,00"
1319,23/6/2024,292,38,3,5,Completa,107,"$176.700,00"
1320,23/6/2024,151,20,3,4,Completa,131,"$176.700,00"
1321,23/6/2024,168,38,6,2,Completa,112,"$109.800,00"
1322,23/6/2024,216,1,5,2,Completa,124,"$199.500,00"
1323,23/6/2024,193,13,6,3,Completa,109,"$109.800,00"
1324,24/06/2024,248,35,6,3,Completa,127,"$109.800,00"
1325,24/06/2024,296,24,4,4,Completa,114,"$102.800,00"
1326,24/06/2024,271,27,5,4,Completa,132,"$199.500,00"
1327,24/6/2024,53,1,3,3,Completa,106,"$176.700,00"
1328,24/6/2024,125,26,1,1,Pendiente,119,"$8.990,00"
1329,24/6/2024,159,8,2,4,Completa,102,"$43.000,00"
1330,24/6/2024,90,6,6,5,Completa,121,"$109.800,00"
1331,25/06/2024,85,25,1,3,Completa,125,"$8.990,00"
1332,25/06/2024,233,23,2,5,Completa,104,"$43.000,00"
1333,25/06/2024,143,26,3,1,Completa,109,"$176.700,00"
1334,25/06/2024,97,27,4,5,Completa,125,"$102.800,00"
1335,25/06/2024,201,8,5,5,Completa,102,"$199.500,00"
1336,25/6/2024,223,1,6,5,Completa,131,"$109.800,00"
1337,25/6/2024,324,3,6,1,Completa,118,"$109.800,00"
1338,25/6/2024,100,26,4,5,Completa,106,"$102.800,00"
1339,25/6/2024,287,14,1,5,Pendiente,121,"$8.990,00"
1340,25/6/2024,310,31,6,5,Completa,112,"$109.800,00"
1341,25/6/2024,265,22,2,4,Completa,117,"$43.000,00"
1342,25/6/2024,41,29,3,1,Completa,129,"$176.700,00"
1343,25/6/2024,215,28,4,3,Completa,115,"$102.800,00"
1344,26/06/2024,185,19,5,3,Completa,104,"$199.500,00"
1345,26/6/2024,229,35,4,2,Completa,113,"$102.800,00"
1346,26/6/2024,13,4,5,5,Completa,122,"$199.500,00"
1347,26/6/2024,258,14,2,4,Completa,111,"$43.000,00"
1348,27/06/2024,186,11,1,3,Completa,127,"$8.990,00"
1349,27/06/2024,166,27,3,1,Completa,108,"$176.700,00"
1350,27/06/2024,180,15,2,5,Completa,120,"$43.000,00"
1351,27/06/2024,198,30,2,5,Completa,101,"$43.000,00"
1352,27/6/2024,260,4,6,4,Completa,114,"$109.800,00"
1353,27/6/2024,178,24,2,5,Completa,123,"$43.000,00"
1354,27/6/2024,268,17,4,5,Completa,119,"$102.800,00"
1355,27/6/2024,36,24,1,5,Completa,132,"$8.990,00"
1356,27/6/2024,163,9,5,3,Completa,115,"$199.500,00"
1357,28/06/2024,119,32,5,1,Completa,109,"$199.500,00"
1358,28/06/2024,252,2,4,1,Completa,128,"$102.800,00"
1359,28/06/2024,46,33,2,5,Completa,103,"$43.000,00"
1360,28/6/2024,103,16,5,3,Completa,124,"$199.500,00"
1361,28/6/2024,46,11,6,4,Completa,110,"$109.800,00"
1362,28/6/2024,111,15,5,1,Pendiente,132,"$199.500,00"
1363,28/6/2024,160,30,4,5,Pendiente,105,"$102.800,00"
1364,28/6/2024,254,12,4,3,Completa,121,"$102.800,00"
1365,28/6/2024,296,11,6,5,Pendiente,119,"$109.800,00"
1366,29/06/2024,184,27,2,1,Completa,126,"$43.000,00"
1367,29/06/2024,216,23,4,3,Completa,113,"$102.800,00"
1368,29/06/2024,120,29,6,4,Completa,101,"$109.800,00"
1369,29/6/2024,233,27,6,1,Completa,129,"$109.800,00"
1370,29/6/2024,62,30,4,3,Completa,107,"$102.800,00"
1371,29/6/2024,56,20,1,4,Completa,131,"$8.990,00"
1372,29/6/2024,86,11,5,5,Completa,112,"$199.500,00"
1373,29/6/2024,193,1,3,1,Completa,124,"$176.700,00"
1374,29/6/2024,68,6,2,4,Completa,109,"$43.000,00"
1375,29/6/2024,192,4,6,5,Completa,127,"$109.800,00"
1376,29/6/2024,30,30,3,4,Pendiente,114,"$176.700,00"
1377,29/6/2024,73,37,2,1,Pendiente,132,"$43.000,00"
1378,29/6/2024,29,20,2,4,Completa,106,"$43.000,00"
1379,30/06/2024,133,24,4,4,Pendiente,119,"$102.800,00"
1380,30/06/2024,61,37,6,4,Completa,102,"$109.800,00"
1381,30/06/2024,50,33,1,1,Completa,121,"$8.990,00"
1382,30/6/2024,115,25,2,4,Completa,125,"$43.000,00"
1383,30/6/2024,318,35,5,4,Pendiente,104,"$199.500,00"
1384,30/6/2024,89,17,1,1,Completa,109,"$8.990,00"
1385,30/6/2024,171,28,6,3,Completa,125,"$109.800,00"
1386,30/6/2024,176,2,3,2,Completa,102,"$176.700,00"
1387,30/6/2024,102,37,4,2,Pendiente,131,"$102.800,00"
1388,30/6/2024,148,12,6,3,Completa,118,"$109.800,00"
1389,30/6/2024,251,11,4,5,Pendiente,106,"$102.800,00"
1390,30/6/2024,185,37,1,1,Completa,121,"$8.990,00"
1391,01/07/2024,73,38,6,5,Completa,112,"$109.800,00"
1392,01/07/2024,154,10,2,5,Pendiente,117,"$43.000,00"
1393,1/7/2024,219,18,1,3,Pendiente,129,"$8.990,00"
1394,1/7/2024,233,21,2,1,Completa,115,"$43.000,00"
1395,1/7/2024,24,23,6,4,Completa,104,"$109.800,00"
1396,1/7/2024,58,15,4,1,Completa,113,"$102.800,00"
1397,1/7/2024,49,24,6,3,Completa,122,"$109.800,00"
1398,02/07/2024,141,14,3,4,Completa,111,"$176.700,00"
1399,02/07/2024,24,23,6,4,Completa,127,"$109.800,00"
1400,02/07/2024,14,38,2,5,Completa,108,"$43.000,00"
1401,02/07/2024,25,18,3,4,Completa,120,"$176.700,00"
1402,2/7/2024,131,4,6,5,Completa,101,"$109.800,00"
1403,2/7/2024,269,5,4,5,Completa,114,"$102.800,00"
1404,2/7/2024,167,35,6,5,Completa,123,"$109.800,00"
1405,2/7/2024,57,37,2,4,Pendiente,119,"$43.000,00"
1406,2/7/2024,214,25,5,5,Completa,132,"$199.500,00"
1407,2/7/2024,157,8,2,1,Completa,115,"$43.000,00"
1408,2/7/2024,286,28,3,4,Pendiente,109,"$176.700,00"
1409,2/7/2024,249,28,4,5,Completa,128,"$102.800,00"
1410,2/7/2024,268,17,6,4,Completa,103,"$109.800,00"
1411,03/07/2024,93,37,2,3,Completa,124,"$43.000,00"
1412,3/7/2024,15,24,1,5,Completa,110,"$8.990,00"
1413,3/7/2024,62,21,6,4,Completa,132,"$109.800,00"
1414,3/7/2024,205,1,3,3,Completa,105,"$176.700,00"
1415,3/7/2024,246,3,4,5,Pendiente,121,"$102.800,00"
1416,3/7/2024,62,2,3,5,Pendiente,119,"$176.700,00"
1417,3/7/2024,22,17,4,5,Completa,126,"$102.800,00"
1418,04/07/2024,184,37,4,3,Completa,113,"$102.800,00"
1419,04/07/2024,88,32,3,4,Completa,101,"$176.700,00"
1420,04/07/2024,128,34,1,5,Completa,129,"$8.990,00"
1421,04/07/2024,134,8,3,1,Completa,107,"$176.700,00"
1422,04/07/2024,222,2,2,5,Completa,131,"$43.000,00"
1423,4/7/2024,230,30,2,5,Completa,112,"$43.000,00"
1424,4/7/2024,253,4,1,1,Cancelada,124,"$8.990,00"
1425,4/7/2024,302,19,6,1,Completa,109,"$109.800,00"
1426,4/7/2024,225,18,6,1,Completa,127,"$109.800,00"
1427,4/7/2024,80,12,4,3,Completa,114,"$102.800,00"
1428,4/7/2024,159,4,1,3,Completa,132,"$8.990,00"
1429,05/07/2024,150,34,6,1,Completa,106,"$109.800,00"
1430,05/07/2024,214,1,6,5,Pendiente,119,"$109.800,00"
1431,5/7/2024,41,23,4,4,Pendiente,102,"$102.800,00"
1432,5/7/2024,75,35,6,3,Completa,121,"$109.800,00"
1433,5/7/2024,197,23,3,2,Completa,125,"$176.700,00"
1434,5/7/2024,77,31,1,5,Completa,104,"$8.990,00"
1435,5/7/2024,52,3,3,3,Completa,121,"$176.700,00"
1436,5/7/2024,277,27,3,4,Pendiente,119,"$176.700,00"
1437,06/07/2024,120,18,2,5,Completa,126,"$43.000,00"
1438,06/07/2024,273,29,4,1,Completa,113,"$102.800,00"
1439,06/07/2024,143,34,6,1,Completa,101,"$109.800,00"
1440,06/07/2024,232,9,5,2,Pendiente,129,"$199.500,00"
1441,06/07/2024,200,4,2,4,Completa,107,"$43.000,00"
1442,6/7/2024,250,15,5,4,Completa,131,"$199.500,00"
1443,6/7/2024,60,4,3,4,Completa,112,"$176.700,00"
1444,6/7/2024,171,36,3,1,Completa,124,"$176.700,00"
1445,6/7/2024,38,18,5,3,Completa,109,"$199.500,00"
1446,6/7/2024,264,9,4,5,Completa,127,"$102.800,00"
1447,6/7/2024,152,12,5,4,Completa,114,"$199.500,00"
1448,6/7/2024,214,29,5,3,Completa,132,"$199.500,00"
1449,07/07/2024,75,32,4,4,Completa,106,"$102.800,00"
1450,07/07/2024,117,16,1,5,Completa,119,"$8.990,00"
1451,07/07/2024,146,7,6,4,Completa,102,"$109.800,00"
1452,07/07/2024,82,23,6,1,Pendiente,121,"$109.800,00"
1453,07/07/2024,198,17,5,4,Completa,125,"$199.500,00"
1454,07/07/2024,40,34,6,4,Completa,104,"$109.800,00"
1455,07/07/2024,33,17,6,5,Completa,105,"$109.800,00"
1456,7/7/2024,4,24,3,5,Pendiente,125,"$176.700,00"
1457,7/7/2024,224,38,1,1,Completa,102,"$8.990,00"
1458,7/7/2024,90,35,1,3,Pendiente,131,"$8.990,00"
1459,7/7/2024,213,13,1,2,Completa,118,"$8.990,00"
1460,7/7/2024,171,31,2,4,Completa,106,"$43.000,00"
1461,7/7/2024,142,12,6,5,Completa,121,"$109.800,00"
1462,07/07/2024,82,23,6,1,Pendiente,112,"$109.800,00"
1463,08/07/2024,183,18,2,5,Completa,117,"$43.000,00"
1464,08/07/2024,47,32,4,4,Pendiente,129,"$102.800,00"
1465,8/7/2024,164,9,5,4,Completa,115,"$199.500,00"
1466,8/7/2024,130,1,6,5,Completa,104,"$109.800,00"
1467,8/7/2024,274,17,2,3,Completa,113,"$43.000,00"
1468,8/7/2024,242,31,5,2,Completa,122,"$199.500,00"
1469,09/07/2024,103,19,1,4,Pendiente,111,"$8.990,00"
1470,09/07/2024,75,9,2,4,Pendiente,127,"$43.000,00"
1471,09/07/2024,15,1,3,5,Completa,108,"$176.700,00"
1472,09/07/2024,154,31,5,5,Pendiente,120,"$199.500,00"
1473,09/07/2024,208,8,3,5,Completa,101,"$176.700,00"
1474,09/07/2024,10,24,5,4,Completa,114,"$199.500,00"
1475,9/7/2024,10,34,6,5,Completa,123,"$109.800,00"
1476,9/7/2024,253,34,6,5,Completa,119,"$109.800,00"
1477,9/7/2024,39,33,5,5,Completa,132,"$199.500,00"
1478,9/7/2024,184,13,2,5,Pendiente,115,"$43.000,00"
1479,9/7/2024,225,30,2,2,Completa,109,"$43.000,00"
1480,9/7/2024,133,13,2,4,Pendiente,128,"$43.000,00"
1481,9/7/2024,306,30,5,4,Completa,103,"$199.500,00"
1482,9/7/2024,190,20,2,5,Pendiente,124,"$43.000,00"
1483,9/7/2024,194,29,3,3,Completa,110,"$176.700,00"
1484,9/7/2024,233,19,1,4,Pendiente,132,"$8.990,00"
1485,9/7/2024,228,35,5,5,Completa,105,"$199.500,00"
1486,9/7/2024,167,17,1,3,Completa,121,"$8.990,00"
1487,9/7/2024,18,25,3,4,Completa,119,"$176.700,00"
1488,9/7/2024,27,14,1,1,Completa,126,"$8.990,00"
1489,10/7/2024,121,27,5,3,Completa,113,"$199.500,00"
1490,10/7/2024,307,35,2,4,Completa,101,"$43.000,00"
1491,10/7/2024,97,19,3,2,Completa,129,"$176.700,00"
1492,10/7/2024,111,25,3,5,Completa,107,"$176.700,00"
1493,11/07/2024,227,1,3,3,Pendiente,131,"$176.700,00"
1494,11/7/2024,79,5,3,4,Completa,112,"$176.700,00"
1495,11/7/2024,156,14,1,4,Completa,124,"$8.990,00"
1496,11/7/2024,297,8,2,4,Completa,109,"$43.000,00"
1497,11/7/2024,303,10,2,3,Pendiente,127,"$43.000,00"
1498,11/7/2024,180,35,5,1,Completa,114,"$199.500,00"
1499,11/7/2024,216,19,3,5,Pendiente,132,"$176.700,00"
1500,11/7/2024,262,5,3,4,Completa,106,"$176.700,00"
1501,11/7/2024,198,30,4,4,Completa,119,"$102.800,00"
1502,11/7/2024,313,23,1,5,Completa,102,"$8.990,00"
1503,11/7/2024,9,16,4,5,Completa,121,"$102.800,00"
1504,12/07/2024,300,23,1,5,Completa,125,"$8.990,00"
1505,12/07/2024,25,27,5,4,Completa,104,"$199.500,00"
1506,12/7/2024,268,34,4,4,Completa,108,"$102.800,00"
1507,12/7/2024,313,21,2,5,Pendiente,117,"$43.000,00"
1508,12/7/2024,176,37,5,2,Completa,131,"$199.500,00"
1509,12/7/2024,12,26,3,1,Completa,107,"$176.700,00"
1510,12/7/2024,324,36,5,4,Completa,115,"$199.500,00"
1511,12/7/2024,118,33,6,4,Completa,128,"$109.800,00"
1512,12/7/2024,250,16,4,4,Completa,119,"$102.800,00"
1513,12/7/2024,307,13,1,3,Completa,113,"$8.990,00"
1514,13/07/2024,184,31,6,2,Completa,122,"$109.800,00"
1515,13/07/2024,175,6,6,4,Completa,101,"$109.800,00"
1516,13/7/2024,278,16,1,1,Completa,116,"$8.990,00"
1517,13/7/2024,322,19,4,4,Completa,120,"$102.800,00"
1518,13/7/2024,251,5,5,4,Completa,108,"$199.500,00"
1519,14/07/2024,171,26,3,2,Completa,124,"$176.700,00"
1520,14/07/2024,34,16,3,5,Completa,119,"$176.700,00"
1521,14/07/2024,229,29,4,4,Completa,127,"$102.800,00"
1522,14/07/2024,121,35,2,4,Completa,105,"$43.000,00"
1523,14/7/2024,112,13,2,1,Completa,111,"$43.000,00"
1524,14/7/2024,267,32,2,4,Completa,122,"$43.000,00"
1525,14/7/2024,208,19,4,3,Completa,132,"$102.800,00"
1526,14/7/2024,180,22,6,4,Completa,107,"$109.800,00"
1527,14/7/2024,67,19,1,1,Completa,116,"$8.990,00"
1528,15/07/2024,229,30,6,5,Pendiente,124,"$109.800,00"
1529,15/7/2024,44,6,2,4,Completa,103,"$43.000,00"
1530,15/7/2024,240,11,3,2,Completa,118,"$176.700,00"
1531,16/07/2024,13,4,2,3,Pendiente,129,"$43.000,00"
1532,16/07/2024,125,19,4,5,Pendiente,113,"$102.800,00"
1533,16/07/2024,198,35,6,1,Pendiente,120,"$109.800,00"
1534,16/07/2024,183,29,4,3,Completa,102,"$102.800,00"
1535,16/7/2024,149,27,1,4,Completa,110,"$8.990,00"
1536,16/7/2024,299,22,4,4,Completa,119,"$102.800,00"
1537,16/7/2024,184,20,1,5,Completa,117,"$8.990,00"
1538,16/7/2024,148,38,3,4,Pendiente,126,"$176.700,00"
1539,17/07/2024,170,9,1,4,Completa,130,"$8.990,00"
1540,17/07/2024,286,22,1,1,Pendiente,105,"$8.990,00"
1541,17/07/2024,168,19,5,3,Completa,111,"$199.500,00"
1542,17/07/2024,175,23,2,5,Completa,114,"$43.000,00"
1543,17/7/2024,52,36,3,1,Completa,123,"$176.700,00"
1544,17/7/2024,33,28,4,4,Completa,127,"$102.800,00"
1545,17/7/2024,17,11,2,4,Pendiente,122,"$43.000,00"
1546,17/7/2024,261,20,4,4,Completa,104,"$102.800,00"
1547,17/7/2024,318,30,2,4,Completa,103,"$43.000,00"
1548,17/7/2024,92,13,6,3,Completa,131,"$109.800,00"
1549,17/7/2024,234,18,6,4,Completa,102,"$109.800,00"
1550,17/7/2024,34,20,6,4,Completa,128,"$109.800,00"
1551,17/07/2024,286,22,1,1,Pendiente,110,"$8.990,00"
1552,18/07/2024,152,27,6,5,Completa,123,"$109.800,00"
1553,18/07/2024,174,38,3,1,Completa,101,"$176.700,00"
1554,18/07/2024,211,4,3,5,Pendiente,129,"$176.700,00"
1555,18/7/2024,123,23,6,3,Completa,108,"$109.800,00"
1556,18/7/2024,134,38,1,3,Completa,121,"$8.990,00"
1557,18/7/2024,291,15,4,5,Completa,109,"$102.800,00"
1558,18/7/2024,5,36,3,1,Completa,117,"$176.700,00"
1559,18/7/2024,325,32,3,5,Completa,131,"$176.700,00"
1560,19/07/2024,50,9,6,2,Completa,107,"$109.800,00"
1561,19/07/2024,158,7,5,3,Pendiente,115,"$199.500,00"
1562,19/07/2024,277,11,2,4,Pendiente,128,"$43.000,00"
1563,19/07/2024,25,12,1,1,Completa,119,"$8.990,00"
1564,19/7/2024,265,3,4,4,Pendiente,113,"$102.800,00"
1565,19/7/2024,283,10,1,3,Completa,122,"$8.990,00"
1566,19/7/2024,188,19,3,4,Pendiente,101,"$176.700,00"
1567,19/7/2024,156,7,1,1,Completa,116,"$8.990,00"
1568,19/7/2024,247,23,1,1,Completa,120,"$8.990,00"
1569,19/7/2024,226,8,4,2,Completa,108,"$102.800,00"
1570,19/7/2024,253,26,6,5,Completa,124,"$109.800,00"
1571,19/7/2024,11,27,1,5,Completa,119,"$8.990,00"
1572,19/7/2024,203,37,4,4,Completa,127,"$102.800,00"
1573,19/7/2024,288,21,2,2,Completa,105,"$43.000,00"
1574,20/07/2024,175,35,3,5,Pendiente,111,"$176.700,00"
1575,20/07/2024,298,38,5,5,Completa,122,"$199.500,00"
1576,20/07/2024,200,17,2,2,Completa,132,"$43.000,00"
1577,20/07/2024,216,8,4,3,Completa,107,"$102.800,00"
1578,20/07/2024,235,9,1,5,Completa,116,"$8.990,00"
1579,20/07/2024,227,2,4,4,Pendiente,124,"$102.800,00"
1580,20/7/2024,87,5,4,1,Completa,103,"$102.800,00"
1581,20/7/2024,122,21,2,2,Completa,118,"$43.000,00"
1582,20/7/2024,83,25,2,4,Completa,129,"$43.000,00"
1583,20/07/2024,200,17,2,2,Completa,113,"$43.000,00"
1584,21/07/2024,163,6,3,4,Completa,120,"$176.700,00"
1585,21/07/2024,20,10,3,3,Completa,102,"$176.700,00"
1586,21/7/2024,200,24,2,3,Completa,110,"$43.000,00"
1587,21/7/2024,104,4,2,5,Pendiente,119,"$43.000,00"
1588,21/7/2024,219,17,6,4,Completa,117,"$109.800,00"
1589,21/7/2024,19,19,2,5,Completa,126,"$43.000,00"
1590,21/7/2024,235,15,2,4,Completa,130,"$43.000,00"
1591,21/7/2024,289,23,2,3,Completa,105,"$43.000,00"
1592,22/07/2024,160,10,2,3,Completa,111,"$43.000,00"
1593,22/07/2024,79,37,6,3,Completa,114,"$109.800,00"
1594,22/07/2024,234,27,5,3,Completa,123,"$199.500,00"
1595,22/7/2024,125,26,3,1,Pendiente,127,"$176.700,00"
1596,22/7/2024,319,29,6,4,Pendiente,122,"$109.800,00"
1597,22/7/2024,323,2,5,2,Completa,104,"$199.500,00"
1598,22/7/2024,242,16,4,5,Completa,103,"$102.800,00"
1599,22/7/2024,21,35,6,4,Completa,131,"$109.800,00"
1600,22/7/2024,324,14,1,3,Completa,102,"$8.990,00"
1601,23/07/2024,279,2,1,3,Completa,128,"$8.990,00"
1602,23/07/2024,243,37,1,1,Pendiente,110,"$8.990,00"
1603,23/07/2024,17,17,5,5,Completa,123,"$199.500,00"
1604,23/7/2024,90,25,6,2,Completa,101,"$109.800,00"
1605,23/7/2024,318,30,4,1,Completa,129,"$102.800,00"
1606,23/7/2024,141,23,5,4,Pendiente,108,"$199.500,00"
1607,23/7/2024,23,21,1,4,Completa,121,"$8.990,00"
1608,23/7/2024,130,2,1,4,Pendiente,126,"$8.990,00"
1609,23/7/2024,133,35,4,3,Completa,117,"$102.800,00"
1610,23/7/2024,248,18,2,1,Completa,131,"$43.000,00"
1611,23/7/2024,270,13,6,4,Completa,107,"$109.800,00"
1612,24/07/2024,190,22,2,5,Completa,115,"$43.000,00"
1613,24/07/2024,134,33,3,3,Completa,128,"$176.700,00"
1614,24/7/2024,290,6,3,2,Completa,119,"$176.700,00"
1615,24/7/2024,323,31,6,5,Completa,113,"$109.800,00"
1616,24/7/2024,35,28,1,1,Pendiente,122,"$8.990,00"
1617,24/7/2024,144,36,3,2,Completa,101,"$176.700,00"
1618,24/7/2024,164,13,1,1,Completa,116,"$8.990,00"
1619,24/7/2024,58,31,1,5,Completa,120,"$8.990,00"
1620,24/7/2024,256,6,3,1,Completa,108,"$176.700,00"
1621,25/07/2024,171,21,2,5,Completa,124,"$43.000,00"
1622,25/07/2024,150,14,2,5,Completa,119,"$43.000,00"
1623,25/7/2024,25,35,6,4,Pendiente,127,"$109.800,00"
1624,25/7/2024,317,34,3,1,Completa,105,"$176.700,00"
1625,25/7/2024,124,12,1,5,Completa,111,"$8.990,00"
1626,25/7/2024,209,9,6,3,Completa,122,"$109.800,00"
1627,25/7/2024,314,34,3,5,Completa,132,"$176.700,00"
1628,25/7/2024,32,35,2,3,Completa,107,"$43.000,00"
1629,25/7/2024,231,38,4,5,Completa,116,"$102.800,00"
1630,26/07/2024,47,31,6,1,Pendiente,124,"$109.800,00"
1631,26/07/2024,295,22,3,2,Completa,103,"$176.700,00"
1632,26/07/2024,150,15,5,5,Completa,118,"$199.500,00"
1633,26/07/2024,165,34,5,2,Pendiente,129,"$199.500,00"
1634,26/07/2024,35,13,3,4,Completa,113,"$176.700,00"
1635,26/07/2024,187,33,3,1,Completa,120,"$176.700,00"
1636,26/07/2024,123,9,1,1,Completa,102,"$8.990,00"
1637,26/7/2024,71,29,5,5,Completa,110,"$199.500,00"
1638,26/7/2024,174,12,6,4,Completa,119,"$109.800,00"
1639,26/7/2024,199,16,4,3,Cancelada,117,"$102.800,00"
1640,26/7/2024,170,32,6,4,Pendiente,126,"$109.800,00"
1641,26/7/2024,159,16,5,4,Completa,130,"$199.500,00"
1642,26/7/2024,237,26,3,5,Completa,105,"$176.700,00"
1643,26/7/2024,139,13,5,1,Completa,111,"$199.500,00"
1644,26/7/2024,228,11,4,4,Completa,114,"$102.800,00"
1645,26/07/2024,187,33,3,1,Completa,123,"$176.700,00"
1646,27/07/2024,151,19,2,3,Pendiente,127,"$43.000,00"
1647,27/07/2024,314,36,5,1,Completa,122,"$199.500,00"
1648,27/07/2024,78,32,4,2,Completa,104,"$102.800,00"
1649,27/7/2024,22,14,2,4,Completa,103,"$43.000,00"
1650,27/7/2024,301,26,2,4,Pendiente,131,"$43.000,00"
1651,27/7/2024,233,38,5,4,Completa,102,"$199.500,00"
1652,27/7/2024,192,6,6,4,Completa,128,"$109.800,00"
1653,27/7/2024,300,6,3,4,Completa,110,"$176.700,00"
1654,28/07/2024,142,23,5,4,Completa,123,"$199.500,00"
1655,28/07/2024,304,38,3,1,Completa,101,"$176.700,00"
1656,28/7/2024,64,29,1,1,Completa,129,"$8.990,00"
1657,29/07/2024,159,21,1,3,Pendiente,108,"$8.990,00"
1658,29/07/2024,249,28,5,4,Pendiente,121,"$199.500,00"
1659,29/07/2024,24,27,2,4,Completa,128,"$43.000,00"
1660,29/07/2024,77,21,2,3,Pendiente,117,"$43.000,00"
1661,29/7/2024,22,3,3,1,Completa,131,"$176.700,00"
1662,29/7/2024,301,15,4,4,Completa,107,"$102.800,00"
1663,29/7/2024,162,17,3,3,Completa,115,"$176.700,00"
1664,30/07/2024,114,38,4,5,Completa,128,"$102.800,00"
1665,30/07/2024,170,6,5,4,Completa,119,"$199.500,00"
1666,30/07/2024,153,29,2,4,Completa,113,"$43.000,00"
1667,30/07/2024,140,29,4,2,Completa,122,"$102.800,00"
1668,30/07/2024,179,13,1,5,Completa,101,"$8.990,00"
1669,30/07/2024,91,7,6,4,Completa,116,"$109.800,00"
1670,30/7/2024,153,2,1,4,Pendiente,120,"$8.990,00"
1671,30/7/2024,239,32,2,1,Completa,108,"$43.000,00"
1672,30/7/2024,209,1,4,5,Completa,124,"$102.800,00"
1673,30/7/2024,162,32,1,4,Completa,119,"$8.990,00"
1674,30/7/2024,188,8,5,5,Completa,127,"$199.500,00"
1675,30/7/2024,125,16,3,4,Completa,105,"$176.700,00"
1676,30/7/2024,157,1,5,3,Completa,111,"$199.500,00"
1677,30/7/2024,207,14,4,5,Completa,122,"$102.800,00"
1678,30/7/2024,200,15,4,5,Completa,132,"$102.800,00"
1679,30/7/2024,153,26,2,4,Completa,107,"$43.000,00"
1680,31/07/2024,148,8,2,4,Completa,116,"$43.000,00"
1681,31/07/2024,156,5,6,5,Pendiente,124,"$109.800,00"
1682,31/7/2024,302,33,4,1,Completa,103,"$102.800,00"
1683,31/7/2024,32,24,2,1,Completa,118,"$43.000,00"
1684,31/7/2024,251,2,3,4,Pendiente,129,"$176.700,00"
1685,31/7/2024,205,7,6,4,Pendiente,113,"$109.800,00"
1686,01/08/2024,86,31,4,2,Completa,120,"$102.800,00"
1687,01/08/2024,120,20,1,1,Completa,102,"$8.990,00"
1688,01/08/2024,164,31,5,3,Pendiente,110,"$199.500,00"
1689,1/8/2024,43,3,3,4,Pendiente,119,"$176.700,00"
1690,1/8/2024,80,20,3,3,Completa,117,"$176.700,00"
1691,1/8/2024,199,7,2,5,Completa,126,"$43.000,00"
1692,1/8/2024,140,5,2,3,Completa,130,"$43.000,00"
1693,1/8/2024,78,4,3,4,Pendiente,105,"$176.700,00"
1694,1/8/2024,89,15,1,5,Completa,111,"$8.990,00"
1695,1/8/2024,326,31,5,1,Completa,114,"$199.500,00"
1696,02/08/2024,305,13,1,5,Completa,123,"$8.990,00"
1697,02/08/2024,250,30,1,5,Completa,127,"$8.990,00"
1698,02/08/2024,26,35,1,1,Completa,122,"$8.990,00"
1699,02/08/2024,80,20,6,5,Completa,104,"$109.800,00"
1700,02/08/2024,278,2,6,4,Completa,103,"$109.800,00"
1701,02/08/2024,221,4,5,1,Completa,131,"$199.500,00"
